	1	Goods	App	Delivery	Payment	CS	Price	Marketing	AD
1889	너무재미있어요!!!!!!!!!!!!!!!!!!!!!	0	0	0	0	0	0	0	0
1890	광고를 보고 앱을 열면 광고는 광고제품은 없고 쓸데없는 선전제품들록가득 시간만 날려 버려요	1	1	0	0	0	0	0	1
1891	예전에 구입했던거 보러 갔더니 모두 삭제되고 갑자기 어플 바뀌어서 당황했는데 물건도 없고 쇼핑도 불편하고...무엇땜에 바꾼 건지 이해가 되질 않네요.	1	0	0	0	0	0	0	0
1892	아래 리뷰 쓰신 분에 완전 공감합니다. 업데이트 전에 항상 보던 브랜드들 상품 종류도 거의 없어진거나 다름없고 쿠폰은 몇 개 있으나 사용도 안되고 앱이 왜 이렇게 별로가 되었죠...	1	1	0	0	0	0	1	0
1893	검색결과에서 상품 꾹 누르면 홈이랑 다르게 상세미리보기가 뜨는게 아니라 웹페이지 미리보기가 떠서 모웹으로 빠져요... 이런 앱은 처음인데.... 검색결과는 그 기능을 막던지 제대로 하던지 해야할 것 같네요	1	1	0	0	0	0	0	0
1894	이거저거 장바구니 담다보니 텅장될 뻔 했네요! 앞으로 특가 많이 올려주세요~	0	1	0	0	0	0	0	0
1895	마트부터 백화점 상품까지 다양하게 있어서 좋네요	1	0	0	0	0	0	0	0
1896	너무 좋아요. 티몬이랑 쿠팡 쓰다가 그냥 이제 롯데온으로 바꿨음	0	0	0	0	0	0	0	0
1897	빠른배송,좋은품질 면에서 만족하며 사용하고 있습니다.	1	0	1	0	0	0	0	0
1898	잘쓰던 롯데닷컴 사라지고 강제 롯데온이라니.. 리뷰 잘 안쓰는데 화나서 씁니다! 등급도 사라지고 실적도 사라지고 검색도 불편하고 엉망진창이네요 ㅡㅡ	1	1	0	0	0	0	0	0
1899	가격도 싸고 검색도 편리함	1	1	0	0	0	1	0	0
1900	Bad request라고만 뜨고 화면이 안나와요	0	1	0	0	0	0	0	0
1901	다시 그전으로 돌려주셨으면 좋겟네요 메뉴얼이 편해서 롯데에서만 구매를 하는데 ... 불편해요	1	0	0	0	0	0	0	0
1902	특가 상품 괜찮네요. 앞으로 많이 애용할께요.	1	0	0	0	0	0	0	0
1903	쿠폰이랑 엘포인트랑 합쳐서 완전 저렴하게 구매완료~~	1	0	0	0	0	0	1	0
1904	물건 싸게 구입하고 있어요	1	0	0	0	0	0	0	0
1905	좋게 좋게 사용하고 있습니다~	1	0	0	0	0	0	0	0
1906	유용한 어플임돠	0	0	0	0	0	0	0	0
1907	쇼핑하기 편해요. 제품 질이 좋아요	1	0	0	0	0	0	0	0
1908	신선직배송 마음에 들어요	0	0	1	0	0	0	0	0
1909	고객님 안녕하세요, 롯데닷컴입니다.	0	0	0	0	1	0	0	0
1910	배송이 빠르고, 정확하다	1	0	1	0	0	0	0	0
1911	생활용품 구입했는데 좋아요~	1	0	0	0	0	0	0	0
1912	별5개 옛다!	0	0	0	0	0	0	0	0
1913	구매내역 삭제해주세요	1	0	0	0	0	0	0	0
1914	구매내역 삭제해주세용	1	0	0	0	0	0	0	0
1915	좋아요 추천	0	0	0	0	0	0	0	0
1916	좋아요	0	0	0	0	0	0	0	0
1917	편의성에서 살짝 보완이 필요할 거 같지만, 제품 품질면에서는 만족스럽습니다.	1	0	0	0	0	0	0	0
1918	전 개인적으로 롭스 많이 이용하는데 어플로도 살 수 있어서 넘 좋아요~	1	0	0	0	1	0	0	0
1919	토리버치랑 지방시 명품지갑 할인 많이 되네요~	0	0	0	0	0	1	0	0
1920	육아용품 때문에 다운받았어요..앞으로 자주 이용할 거 같네요	1	1	0	0	0	0	0	0
1921	롯데 계열에 쇼핑몰들에 상품들을 한꺼번에 주문할 수 있다는 게 장점~	1	1	0	0	0	0	0	0
1922	지금 업데이트 하고 최근주문내역 확인도 못하고 이거저거 기록도 안 보이고 왜 어플 사용 못하게 꼭 업데이트해야되냐고요. 걍 이전번전 사용하는게 더 편하고 좋아요. 업데이트 이정도이면 다시 이 어플 안 쓸거 같아요 .	1	1	0	0	0	0	0	0
1923	롯데온에서 마트랑 백화점 모두 쇼핑하다 보니 다른 어플이 필요없네요	0	0	0	0	0	0	0	0
1924	배송이 안전하고 신속하게 잘 도착했어요~ 감사해요~	0	0	1	0	0	0	0	0
1925	제가 요즘 정말 많이 사용하는 앱이에요!!	1	1	0	0	0	0	0	0
1926	저렴하게 구입할 수 있는 쇼핑앱	1	1	0	0	0	0	0	0
1927	즐기면서 쇼핑하고 있습니다.	0	0	0	0	0	0	0	0
1928	다양한 가격대의 제품 구매가 가능하고, 결제도 간편해서 좋아요	1	0	0	1	0	1	0	0
1929	백화점이랑 마트 등등 한번에 볼 수 있게되서 좋네요!! 굿굿 추천합니다	0	0	0	0	0	0	0	0
1930	업데이트하라고 해서 했더니 상품검색하면 계속 접속안돼서 짜증나서 지웁니다. 이럴거면 업데이트 왜해요?	1	1	0	0	0	0	0	0
1931	상품 찾는것부터가 별로임 검색결과자체가 핵구림 업데이트 전이 훨씬나음 ㅡㅡ	1	1	0	0	0	0	0	0
1932	마트 앱을 다시 따로 만들어 주세요	0	1	0	0	0	0	0	0
1933	제품상태도 매우 좋네요~ 만족합니다	1	0	0	0	0	0	0	0
1934	샀던 제품 재주문하기 편리합니다.	1	1	0	0	0	0	0	0
1935	업데이트 하니 접속 안되요 빨리 해결 좀 해보세요	0	1	0	0	0	0	0	0
1936	쇼핑몰이 검색이 안되면 말다한거임, 최악	1	1	0	0	0	0	0	0
1937	고객님, 안녕하세요. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 말씀주신 현상에 대해서 수정 조치가 되었습니다. 신규 버전 앱을 다운받으셔서 정상 서비스 이용을 부탁 드립니다. 항상 고객님에게 편안한 서비스를 제공할 수 있도록 노력하겠습니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다.	1	1	0	0	1	0	0	0
1938	나름 쓸만함	0	0	0	0	0	0	0	0
1939	좋아요~~	0	0	0	0	0	0	0	0
1940	구매목록삭제좀	1	1	0	0	0	0	0	0
1941	노트북 주문후 약속한 신용카드 결제할인 10만원은 안되고 취소도 판매자 승인을 받아야한다고 함. 그 사이에 롯데on은 출고지시를 내림. 더 웃긴건 판매자가 롯데백화점 잠실점으로 되어 있는데 자신들은 롯데on에서 판매한 적이 없다고함. 절대 롯데on에서 구매하면 안됨	1	1	0	1	1	0	0	0
1942	완전사기업체 퀘이사존 원영씨엔씨 검색 요망 롯데온도 돈 쌤챠먹고 사용기 규글이랑 롯데온쪽 함부러 지우고 저거 검색하면 증거 있으니 참조요망	1	1	0	0	0	0	0	0
1943	굿 시끌	0	0	0	0	0	0	0	0
1944	이전 롯데닷컴에서 구매한 내역확인 어떻게 해야하나요? 반품중이었는데 처리가 된건지, 환불내역도 확인안되고. 업데이트는 일방적선택으로 정해놓고 자꾸 튕겨나가고! 거의 십년 넘게 잘 쓰던 쇼핑몰 안녕해야할까봅니다.	1	1	0	0	1	0	0	0
1945	정말 불편하기 그지 없습니다. 고객 센터 운영도 예전보다 못한 것은 물론이고 통합했다면서 오류 투성이고 1:1 응답에는 일주일이 지났음에도 답변이 없으니 업무는 하고 계신 것인지... 롯데를 오래 이용한 고객으로서 서비스가 역행하는 것 같아 실망스럽습니다.	1	1	0	1	1	0	0	0
1946	로그인전에는 멀쩡한데 로그인만하면 상단 매장ON 이벤트 탭 누르면 앱이 종료됩니다. 참고로 아이폰7입니다. 희한하네요..	0	1	0	0	0	0	1	0
1947	와 검색창 클릭하면 504게이트웨이 타임아웃 뜸 제품도 클릭하면 로딩 빙글빙글 제품 아래로 내리면 로딩 빙글빙글 h몰다음으로 형편없네요 롯데온은 11번가를 보고 본받아야할듯함	1	1	0	0	0	0	0	0
1948	식품들이 항상 신선하게 배송이 되서 L포인트 적립도 받으면서 자주 장보곤 합니다~	0	0	1	0	0	0	1	0
1949	장보기에서 자주 신선식품 주문하는데 한번도 배송에 문제가 생긴적이 없어서 안심하고 이용중이예요	1	1	1	0	0	0	0	0
1950	아진짜 개빡치네 앱을 누가 이따구로 만들어요 회원가입도 안되는구만 ;;;; 회원가입 하려는데 안뜨면 어떻게합니까 ;;; 좀 여기에 돈좀쓰세요 돈 다어디에쓰는겨 평점이 이렇게 낮은데 피드백은 왜안하세요;;	0	1	0	0	1	0	1	0
1951	엘포인트 쓸 수 있어서 넘 좋아요! 개인적으로 애용합니다	0	0	0	0	1	0	1	0
1952	꾸준히 이용하는 앱 중에 하나입니다. 요즘은 타임딜에서 종종 득템하고 있습니다.	1	1	0	0	0	0	0	0
1953	저렴하게 구입할 수 있는 쇼핑앱	1	1	0	0	0	0	0	0
1954	아니 깔았는데 알람설정 하라해서 눌럿더니 왜 화면이 하얀색으로 뜨는거죠? 깔았다가 지웠다 계속해봐도 안되네요	0	1	0	0	0	0	0	0
1955	타사랑 비교해봐도 여기가 더 좋아요 ㅎㅎ	1	0	0	0	0	0	0	0
1956	점점 개선되어가는게 눈에 보여요~ 만족합니다	0	1	0	0	0	0	0	0
1957	적립금 바로바로 쓸 수 있어서 좋네요.	0	0	0	0	0	0	0	0
1958	고객님, 안녕하세요. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 지속적으로 서비스 개선을 위해 노력하고 있으나 만족시켜드리지 못한 점 죄송합니다. 로그인 오류는 고객님의 소중한 의견을 바탕으로 현상과 원인을 파악 완료했고, 일부는 조치되었습니다. 나머지 잔여 오류는 빠른 시일 내에 수정해서 반영할 예정입니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다.	1	1	1	0	1	0	0	0
1959	업데이트안해도 서비스 가능하게 하던가 매번 업데이트하고 다시 로그인 반복..	0	1	0	0	1	0	0	0
1960	빠르게 배송해주셔서 감사합니다~~	0	0	1	0	0	0	0	0
1961	꾸준히 이용하는 중	1	0	0	0	0	0	0	0
1962	좋게 좋게 사용하고 있습니다~	1	0	0	0	0	0	0	0
1963	지인들에게 권해볼랍니다	0	0	0	0	0	0	0	0
1964	이게 뭔가요 왜 업데이트한건지 바뀌고나서 손이 안가요 ㅜㅜ 진짜 별 윤곽선주기도 아까운데	0	1	0	0	0	0	0	0
1965	특가상품들이 많이 있어 좋아요	1	0	0	0	0	0	0	0
1966	고객님, 안녕하세요. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 말씀주신 로그인 오류 현상에 대하여 원인 파악중에 있습니다. 최대한 빠른 시간 내에 원인 확인 및 조치하여 공유 드릴 수 있도록 하겠습니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다.	1	1	0	0	1	0	0	0
1967	쓰기도 어렵고 쿠폰은 온갖 제한이 덕지덕지 통일된 느낌은 없고 덕지덕지 누더기 기운느낌의 앱	0	1	0	0	0	0	1	0
1968	예전에 앱 오류 있었는데 지금은 많이 나아졌네요! 만족합니다	0	1	0	0	0	0	0	0
1969	상품 구매할때 엄청 싸게 구매했어요 다른 곳보다 할인도 많이 하는거 같아요!	1	0	0	0	0	1	0	0
1970	어플전용 혜택이 지금도 좋지만 더더 많아지면 더 좋을 거 같아요	0	0	0	0	0	0	0	0
1971	장바구니에 제품 넣어두고 결제하려고 했더니 며칠동안 업뎃하느라 주문 못했어요. 오늘 확인해보니 장바구니에 넣어둔 제품도 다 없어졌네요. 다시 제품을 검색해보려고 해도 에러뜹니다.	1	1	0	1	0	0	0	0
1972	아이들에게 이미지 보여주면서 물건 고르라 시키네요~ 매번 감사요^^	1	0	0	0	0	0	0	0
1973	상품이 다양해서 최근들어 롯데온을 가장 많이 사용하네요!	1	0	0	0	0	0	0	0
1974	할인상품이 생각보다 많아서 잘 사용하고 있습니다	1	0	0	0	0	1	0	0
1975	친구가 쓰길래 저도 깔아봤는데 엄마한테도 깔아드려야 겟어용	0	0	0	0	0	0	0	0
1976	굉장히 잘 쓰고 있습니다. 신속배송 좋아요~	0	0	1	0	0	0	0	0
1977	고객님 안녕하세요. 롯데닷컴입니다.	0	0	0	0	1	0	0	0
1978	저 완전 싼 가격에 득템했어요 엘포인트도 쓸 수 있어서 좋구요	1	0	0	0	0	1	1	0
1979	특히 과일이 고퀄이라 장볼 때 씁니다.	0	0	0	0	0	0	0	0
1980	가격이 저렴해서 마음에 드네요..살짝 불편한 건 있네요	1	0	0	0	0	1	0	0
1981	착한 가격으로 구입할수 있어서 참 좋네요~	1	0	0	0	0	1	0	0
1982	배송받은 제품이 너무 마음에 들어요	1	0	1	0	0	0	0	0
1983	불시에 업데이트 해서 장바구니에 있던 상품들 다 없어졌습니다. 그렇다고 업데이트를 해서 더 좋아졌느냐? 전혀요. 플랫폼 자체의 디자인도 너무 별로인데,	1	1	0	0	0	0	0	0
1984	할인 많이 된 상품을 사면 왠지 기분이가 좋아요	1	0	0	0	0	1	0	0
1985	클릭 반응 속도도 느리고 신용카드 결제가 안되요	0	1	0	1	0	0	0	0
1986	쇼핑앱 중 가장 많이 사용하는 앱~	1	1	0	0	0	0	0	0
1987	고객님, 안녕하세요. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 지속적으로 서비스 개선을 위해 노력하고 있으나 만족시켜드리지 못한 점 죄송합니다. 로그인 오류는 고객님의 소중한 의견을 바탕으로 현상과 원인을 파악 완료했고, 일부는 조치되었습니다. 나머지 잔여 오류는 빠른 시일 내에 수정해서 반영할 예정입니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다.	1	1	1	0	1	0	0	0
1988	빠른 결제가 좋습니다	0	0	0	1	0	0	0	0
1989	세상에 결제하자마자 취소했는데 취소가 안됨. 취소하려면 판매자 승인 기다려야하고 그사이에 배송 준비중으로 넘어감;; 이세상 어느 쇼핑몰도 시스템을 이따위로 만들진 않을듯 아주 개좋같은앱 절대쓰지마세요	0	1	1	1	1	0	0	0
1990	웹서핑하다 옷이뻐서 눌렀는데 연결됨 어플깔았는데 결국 그옷은 안보여줌 개양아치같은 어플개발자 어그로끈 광고만든놈들 다 양아치새끼들	0	1	0	0	0	0	0	1
1991	아니 롯백에서 물건하나사는데 ㅋㅋ 롯백 앱 깔았더니 롯백몰 앱 또깔라그래서 깔고 샀더니 구매혜택받으래서 눌렀더니 롯데온 앱 깔라그러네 ㅋㅋ 엘포인트는 또 뭐고... 참 ㅋㅋ 솔직히 거기 직원들도 안쓸듯	1	1	0	0	0	0	1	0
1992	처음으로 써봤는데, 앱 쓰는것도 나름 편하고,,배송도 바로 오네요.	0	1	1	0	0	0	0	0
1993	어플전용 혜택이 지금도 좋지만 더더 많아지면 더 좋을 거 같아요	0	0	0	0	0	0	0	0
1994	상품 검색하면 안나오는 상품이 없는거 같아요!! 만족중입니다	1	1	0	0	0	0	0	0
1995	여러가지 쇼핑몰 장점을 하나로 모은 듯, 만족	0	1	0	0	0	0	0	0
1996	물건이 좋아서 앞으로도 종종 이용할 거예요	1	0	0	0	0	0	0	0
1997	물건을 많이 구매했는데 모두 만족하며 사용중에 있어요~~	1	0	0	0	0	0	0	0
1998	첫구매 할인이랑 쿠폰이랑 다 쓰면 앱 다운로드 받을만 함	1	1	0	0	0	1	1	0
1999	특가 세일하는 게 있어서 이상하게 매일 한번씩 접속하게 되네요.	1	1	0	0	0	0	0	0
2000	많이 개선되어가고 있네요~ 만족합니다	0	1	0	0	0	0	0	0
2001	전 쓸만한거 같아요 좀만 더 개선되면 좋겠지만,,,	0	1	0	0	0	0	0	0
2002	고객님, 안녕하세요. 롯데닷컴입니다.	0	0	0	0	1	0	0	0
2003	첫 결제 할인 5천점 괜찮네요	0	0	0	1	0	1	0	0
2004	업데이트 이후 검색창에 상품입력하면 페이지가 오류나요ㅠㅠ 업데이트이후 어플이 다운그레이드 됐네요. 심지어 웹사이트로 들어가도 마찬가지 입니다	1	1	0	0	0	0	0	0
2005	롯데온에서 득템했어요~~ 여러분도 득템하세요^^	0	0	0	0	0	0	0	0
2006	저 완전 싼 가격에 득템했어요 엘포인트도 쓸 수 있어서 좋구요	1	0	0	0	0	1	1	0
2007	품절된 제품 올려놓고 다른 제품 보냈다가 걸리면 환불해주는곳입니다ㅋㅋㅋ 롯데가 이렇게까지 됐네요	1	0	0	0	0	0	0	0
2008	결제도 빠르고 할인 해택도 종종 있어서 너무 좋네요^^	0	0	0	1	0	1	0	0
2009	상담직원에 친절함과 빠른 처리 해주신 거 좋네요	0	0	0	0	1	0	0	0
2010	결제 방법이 다양해서 Good	1	0	0	1	0	0	0	0
2011	물건 싼게 많아서 자주 이용중이네요~ 좋아요	1	0	0	0	0	0	0	0
2012	특가상품들이 많이 있어 좋아요	1	0	0	0	0	0	0	0
2013	신뢰가 갑니다.	0	0	0	0	0	0	0	0
2014	편리합니다.	0	0	0	0	0	0	0	0
2015	품질 진짜 좋네요	1	0	0	0	0	0	0	0
2016	그럭저럭??ㅋ	0	0	0	0	0	0	0	0
2017	편해서조아요~	0	0	0	0	0	0	0	0
2018	짱,간편결제!	0	0	0	1	0	0	0	0
2019	쓰다보니 좋네요	0	0	0	0	0	0	0	0
2020	결제할려니 결제수단 등록이 안됨 ㅝ하자는건지 ㅗ	0	0	0	1	0	0	0	0
2021	이전보다 좋네요 빨라지고 상품도다양해서 다른앱필요없을것같아요. 다만 터치아이디 쓸꺼냐고 계속 물어보는건 고쳐야할듯	1	1	0	0	0	0	0	0
2022	신선식품 주문하는데 한번도 배송에 문제가 생긴적이 없어서 안심되네요	1	1	1	0	0	0	0	0
2023	짜증나는 팝업이나 광고가 별로 없어서 만족합니다.	0	0	0	0	0	0	0	1
2024	안녕하세요 고객님. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다.	0	0	0	0	1	0	0	0
2025	상품도 다양하고 여러 구매자 분들의 상품평을 참고로 하여 주문을 해서 그런지 실망스럽지 않네요	1	1	0	0	0	0	0	0
2026	상품도 다양하고 여러 구매자 분들의 상품평을 참고로 하여 주문을 해서 그런지 실망스럽지 않네요	1	1	0	0	0	0	0	0
2027	아이패드에서 가로모드로 지원되면 좋겠습니다. 아이패드 주로 사용하는 사람도 있어서요. 미국 아마존의 경우에는 모바일에서는 세로모드로, 아이패드에서는 가로모드 지원합니다.	1	1	0	0	0	0	0	0
2028	어플에서 백화점이랑 마트랑 다 사용 가능하네요^^ 매우 편리합니다	1	0	0	0	0	0	0	0
2029	1:1 문의 대답은 그래도 빠른데 앱이 전체적으로 쓰기 불편했어요~ 그리고 앱도 앱이지만 상품 대처 능력이 너무 느리고 불친절해요ㅜ	1	1	0	0	1	0	0	0
2030	다 좋습니다. 다만, 사용할 때 살짝 불편한 건 있는데 개인적인 거라 패스~ 만족하며, 사용하고 있습니다.	1	0	0	0	1	0	0	0
2031	리뉴얼하는건 좋지만 기존보다 못하게 바뀌는건 좀 아니지 않나요??? 손이 안가게끔 바꾼이유가 대체 뭔지...바뀐다는 공지를 준것도 아니고...많이 애용했는데 안타깝네요	0	0	0	0	0	0	0	0
2032	짜증나는 팝업이나 광고가 별로 없어서 만족합니다.	0	0	0	0	0	0	0	1
2033	사고싶은게 롯데온에 저렴하게 팔아서 사고싶은데 왜 자꾸 주문 취소시키는거예요 ㅠㅠㅠ 고객센터 물어보니까 통합하면서 시스템 연동이 안되서 그런거라는데 ㅠㅠ 언넝 사게해줘요	1	1	0	1	1	0	0	0
2034	상품 선택의 폭이넓고, 저렴해서 잘 사용하고 있어요!	1	0	0	0	0	0	0	0
2035	가격이 저렴한편이네요~ 좋습니당~	1	0	0	0	0	1	0	0
2036	상담원들도 친절하고 제품이 일단 만족스러워요~~ 앞으로 자주 이용할께요~!	1	0	0	0	1	0	0	0
2037	썸네일만 보이고 선택해서 상품페이지 들어가면 아무것도 안 나옵니다.	1	1	0	0	0	0	0	0
2038	고객님 안녕하세요, 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 말씀주신 오류 수정 완료되었습니다. 신규 버전 앱을 다운받으셔서 정상 서비스 이용을 부탁 드립니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다.	1	1	0	0	1	0	0	0
2039	안녕하세요, 고객님 롯데닷컴 앱을 이용해주셔서 감사합니다.	1	1	0	0	1	0	0	0
2040	오류없이 잘 사용하고 있어요!	1	1	0	0	0	0	0	0
2041	엘포인트 적립율을 높여주시면 좋겠어요	0	0	0	0	0	0	1	0
2042	열리지도 않고	0	0	0	0	0	0	0	0
2043	디자인이 레드에 화이트 .... 촌스러워요 뭔가 예전보다 검색도 불편해지고 별로입니다	1	1	0	0	0	0	0	0
2044	이벤트 더 많이 해주세여~~	0	0	0	0	0	0	1	0
2045	좀 더 개선되면 더 좋을 거 같아요!!	0	1	0	0	0	0	0	0
2046	이번에 가방 싸게 구입했네요^^ 잘들고 댕깁니다~	1	0	0	0	0	0	0	0
2047	만족하면서 사용 중~	1	0	0	0	0	0	0	0
2048	무료배송이라 일단 Good	0	0	1	0	0	0	1	0
2049	고객님, 안녕하세요. 롯데닷컴입니다.	0	0	0	0	1	0	0	0
2050	잘 사용하고 있으요~~	1	0	0	0	0	0	0	0
2051	어제부터 그냥 꺼지는데요?	0	0	0	0	0	0	0	0
2052	간편한 결제에 포인트까지 좋아요~	0	0	0	1	0	0	1	0
2053	잘사용하고 있습니다	1	0	0	0	0	0	0	0
2054	전체적으로 상품이 괜춘한듯~	1	0	0	0	0	0	0	0
2055	롯데온 전 너무 조아용 ㅎㅎ	0	0	0	0	0	0	0	0
2056	제품 품질때문에 믿고 이용합니다.	1	0	0	0	0	0	0	0
2057	만족스럽습니다.	0	0	0	0	0	0	0	0
2058	애용하고 있어요~	0	0	0	0	0	0	0	0
2059	좋아요오~~	0	0	0	0	0	0	0	0
2060	가격도 싸고~ 제품도 좋고~	1	0	0	0	0	1	0	0
2061	빠르고 정확^^	1	0	0	0	0	0	0	0
2062	롯데온 요즘 애용중	0	0	0	0	0	0	0	0
2063	쓰레기같음	0	0	0	0	0	0	0	0
2064	구매내역 삭제부탁드려요	1	0	0	0	0	0	0	0
2065	양아치같은 기업, 쓰레기같은 쇼핑몰. 오늘까지 이벤트 하길래 10만원 이상 주문했더니 이벤트적용이 안돼서 상담하니 어제 0시부로 종료됐다고 양해바란다고 복붙만 하는 상담원. 이벤트 페이지도 떠있고 종료됐다고 나오지도 않는데 이벤트 낚시로 고객 결제 유도하고 이벤트는 못주니 양해하라고 하는데 진짜 노답이네요. 쿠팡, 쓱닷컴보다 늦게 뛰어들어서 안된다고 생각하겠죠, 이런 기본 양아치 마인드가 베이스에 깔려있어서 망해가는간 모르고..ㅉㅉ..	1	1	0	1	1	0	1	1
2066	상품검색 관련 인터페이스 수정 및 최적화가 필요할거 같네요 새휴대폰에서 한 번씩 버벅거리는 것도 있고...	1	1	0	0	0	0	0	0
2067	쓰레기앱 혓바닥으로 코딩하냐?	0	1	0	0	0	0	0	0
2068	집에서 쇼핑할 수 있는거 너무 좋아요 계속 개발 부탁드려요~	0	0	0	0	0	0	0	0
2069	아주아주 잘쓰고 있어요..근데 한 페이지 안에서 중복으로 상품이 선택해서 구입하면 더 좋은 듯^^	1	1	0	0	0	0	0	0
2070	로그인상태에서 갑자기 내가 아닌 다른 로그인이되고 또 어쩌다 제걸로 바뀌고 또 다시 로그인이 바뀌고 다시 로그아웃하고 다시 로그인하면 관리자에게 연락해라뜨고 지문 로그인도 인식을 못하고 왔다갔다 지문인식 취소하고 로그인하면 인식도 못하고 장바구니에 담아 둔 물건도 있었다 없어졌다 이건 뭔지 짜증나서 앱 지우고 깔고 몇번을 해도 몇일째 똑같네요 물건을 선택해서 상세정보 볼려고 하면 아예 보여지지도 장바구니에 담아지지도 않습니다	1	1	0	0	0	0	0	0
2071	이용한지는 좀 됐는데 후기 이제 남기네요..오늘 반품신청했는데 친절하게 잘 해주셔서 감사드려요	1	0	0	0	0	0	0	0
2072	롯데의 여러 쇼핑몰을 한번에 사용할 수 있어서 편리하고 좋아요! ‍	1	1	0	0	0	0	0	0
2073	오늘 업데이트 이후 아예 뜨지도 않네요 왜 롯데 온으로 바꿨나요?? 오히려 롯데닷컴 일때가 쇼핑하기 더 좋았는데 오랫동안 써왔는데 이제 접어야 하나요 ?	0	1	0	0	0	0	0	0
2074	직관적으로 디자인되서, 엄마가 쓰기에도 문제 없네요.	1	1	0	0	0	0	0	0
2075	가끔 다른 곳보다 제품이 비쌀때도 있지만 할인 좀 받고, 포인트 적립받으면 똔똔이라 종종 이용하고 있음.	1	0	0	0	0	1	1	0
2076	신선하게 제품이 오고, 할인도 해주니 만족 안할 수가 없네요	1	0	0	0	0	1	0	0
2077	마트 장보는 거랑 그냥 쇼핑이랑 다 여기서하면 될 듯, 할인 만족	0	0	0	0	0	1	0	0
2078	필요한 걸 싸고빠르게 살수있으니까 너무좋아요	0	0	0	0	0	0	0	0
2079	기존 정보 다 날려 등급혜택도 없고,검색도 안돼 구매하고 싶지도 않게 만들고, 불편하고 부족하고 그러니 내내 업데이트를 시키는데 향상되는 것도 없고.	1	1	0	0	0	0	0	0
2080	매번 앱 전용 할인으로 구입을 하는데 저렴해서 좋아요	1	1	0	0	0	1	0	0
2081	저희 엄마가 자동할인 적용되는거 너무 좋다고 하시네요! 추천합니다	0	1	0	0	0	1	0	0
2082	문의에 대한 답변이 친절하고, 빠르게 처리해주셔서 감사해요~	0	0	0	0	1	0	0	0
2083	여러가지 물건을 한번에 살 수 있어서 좋네요.	1	0	0	0	0	0	0	0
2084	제품별로 차이는 있지만 가격대가 무난해서 좋네요	1	0	0	0	0	1	0	0
2085	마트부터 백화점 상품까지 다양하게 있어서 좋네요	1	0	0	0	0	0	0	0
2086	느리고 검색되는상품도적고 24시간챗봇은있으나마나연결도안되면서명목상. 쿠폰찾기도어렵고 요즘은h몰이더좋네요	1	1	0	0	0	0	1	0
2087	롯데온으로 변경하고 검색창 계속 에러 나서 상품을전혀 볼 수 없어요. 등급도 예고없이 변경한 것 같고 그만 써야 하나 싶어요.	1	1	0	0	0	0	0	0
2088	안녕하세요, 고객님 롯데닷컴 앱을 이용해주셔서 감사합니다.	1	1	0	0	1	0	0	0
2089	저한테는 화면구성이 물건 찾기에 좋았어요!	1	1	0	0	0	0	0	0
2090	점점 사용하기 편리해 지고 있는 것 같네욤	1	0	0	0	0	0	0	0
2091	제가 갖고 싶은 걸 집에서 구매할 수 있어서 편리합니다	1	0	0	0	0	0	0	0
2092	적립금 바로바로 쓸 수 있어서 좋네요.	0	0	0	0	0	0	0	0
2093	좋게 좋게 사용하고 있습니다~	1	0	0	0	0	0	0	0
2094	항상 편하게 잘 이용하고 있습니다..감사해요~	1	0	0	0	0	0	0	0
2095	조금 아쉬운 부분은 있지만, 사용하기 나쁘지 않아요	1	0	0	0	0	0	0	0
2096	물건사기에 문제없이 앱이 깔끔해서 좋네요.	1	1	0	0	0	0	0	0
2097	조금 아쉬운점은 있지만 그래도 나름 쓸만함	0	0	0	0	0	0	0	0
2098	쿠폰 활용이 너무 좋은 롯데온~ 쿠폰 계속 많이 뿌려주세요~	0	0	0	0	0	0	1	0
2099	아니 업데이트 하면서 위시리스트에 있던 목록 싹 다 지워졌어요 무슨 이런 경우가	0	1	0	0	0	0	0	0
2100	마트부터 백화점 상품까지 많이 있어서 편해요	1	0	0	0	0	0	0	0
2101	엘포인트 쓸 수 있는게 가장 큰 메리트인듯^^	0	0	0	0	0	0	1	0
2102	좋은상품 저렴하게 판매하네요	1	0	0	0	0	0	0	0
2103	할인쿠폰 많이 주네요^^ 쿠폰때매 씁니다 감삼당~	0	0	0	0	0	1	1	0
2104	후기보고 구매완료^^	1	0	0	0	0	0	0	0
2105	앱 바뀌고 엄청 느려짐 개발자들 리뷰 안보니?	0	1	0	0	0	0	0	0
